,User_ID,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1,0,2025-01-13,10735,6.96999979019165,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797
2,0,2025-01-14,10460,6.73999977111816,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776
3,0,2025-01-15,9762,6.28000020980835,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745
4,0,2025-01-16,12669,8.15999984741211,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863
5,0,2025-01-17,9705,6.48000001907349,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728
6,0,2025-01-18,13019,8.59000015258789,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921
7,0,2025-01-19,15506,9.88000011444092,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035
8,0,2025-01-20,10544,6.67999982833862,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786
9,0,2025-01-21,9819,6.34000015258789,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775
10,0,2025-01-22,12764,8.13000011444092,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827
11,0,2025-01-23,14371,9.03999996185303,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949
12,0,2025-01-24,10039,6.40999984741211,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788
13,0,2025-01-25,15355,9.80000019073486,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013
14,0,2025-01-26,13755,8.78999996185303,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970
15,0,2025-01-27,18134,12.210000038147,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159
16,0,2025-01-28,13154,8.52999973297119,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898
17,0,2025-01-29,11181,7.15000009536743,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837
18,0,2025-01-30,14673,9.25,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947
19,0,2025-02-01,10602,6.80999994277954,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820
20,0,2025-02-02,14727,9.71000003814697,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004
21,0,2025-02-03,15103,9.65999984741211,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990
22,0,2025-02-04,11100,7.15000009536743,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819
23,0,2025-02-05,14070,8.89999961853027,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959
24,0,2025-02-06,12159,8.02999973297119,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896
25,0,2025-02-07,11992,7.71000003814697,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821
26,0,2025-02-08,10060,6.57999992370605,3.52999997138977,0.319999992847443,2.73000001907349,0.0,44,8,203,574,1740
27,0,2025-02-09,12022,7.71999979019165,3.45000004768372,0.529999971389771,3.74000000953674,0.0,46,11,206,835,1819
28,0,2025-02-10,12207,7.76999998092651,3.34999990463257,1.1599999666214,3.25999999046326,0.0,46,31,214,746,1859
29,0,2025-02-11,12770,8.13000011444092,2.55999994277954,1.00999999046326,4.55000019073486,0.0,36,23,251,669,1783
30,0,2025-02-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0
19,1,2024-12-25,1810,1.17999994754791,0.0,0.0,1.12999999523163,0.0099999997764825,0,0,121,1319,1373
20,1,2024-12-26,815,0.529999971389771,0.0,0.0,0.529999971389771,0.0,0,0,47,1393,1264
21,1,2024-12-27,1985,1.28999996185303,0.0,0.0,1.27999997138977,0.0099999997764825,0,0,112,1328,1350
22,1,2024-12-28,1905,1.24000000953674,0.0,0.0,1.24000000953674,0.0,0,0,95,1345,1342
23,1,2024-12-29,1552,1.00999999046326,0.0,0.0,1.0,0.0,0,0,66,1374,1300
24,1,2024-12-30,1675,1.0900000333786,0.0,0.0,1.0900000333786,0.0,0,0,84,1356,1313
25,1,2024-12-31,4506,2.9300000667572,0.509999990463257,0.270000010728836,2.15000009536743,0.0099999997764825,7,4,144,1285,1498
26,1,2025-01-01,9218,5.98999977111816,0.0,0.0,5.96999979019165,0.0099999997764825,0,0,221,1219,1541
27,1,2025-01-02,1556,1.00999999046326,0.0,0.0,1.00999999046326,0.0099999997764825,0,0,88,1352,1327
28,1,2025-01-03,2910,1.88999998569489,0.0,0.0,1.87999999523163,0.0099999997764825,0,0,157,1283,1452
29,1,2025-01-04,18464,12.0,0.0,0.0,12.0,0.0,0,0,270,1170,1574
30,1,2025-01-05,1335,0.870000004768372,0.0,0.0,0.870000004768372,0.0,0,0,74,1366,1308
31,1,2025-01-06,1004,0.649999976158142,0.0,0.0,0.649999976158142,0.0,0,0,55,1385,1276
32,1,2025-01-07,1111,0.720000028610229,0.0,0.0,0.720000028610229,0.0,0,0,54,1386,1278
33,1,2025-01-08,6344,4.11999988555908,0.0,0.0,4.09999990463257,0.0,0,0,143,1297,1409
34,1,2025-01-09,3572,2.3199999332428,0.0,0.0,2.28999996185303,0.0299999993294477,0,0,122,1318,1370
35,1,2025-01-10,3910,2.53999996185303,0.469999998807907,0.25,1.80999994277954,0.0099999997764825,7,7,186,1240,1555
36,1,2025-01-11,10000,6.5,0.0,0.0,6.5,0.0,0,0,172,1268,1469
37,1,2025-01-12,6627,4.30999994277954,0.0,0.0,4.30999994277954,0.0,0,0,89,604,706
31,1,2025-01-12,8163,5.30999994277954,0.0,0.0,5.30999994277954,0.0,0,0,146,1294,1432
32,1,2025-01-13,7007,4.55000019073486,0.0,0.0,4.55000019073486,0.0,0,0,148,1292,1411
33,1,2025-01-14,9107,5.92000007629395,0.0,0.0,5.90999984741211,0.0099999997764825,0,0,236,1204,1572
34,1,2025-01-15,1510,0.980000019073486,0.0,0.0,0.970000028610229,0.0,0,0,96,1344,1344
35,1,2025-01-16,5370,3.49000000953674,0.0,0.0,3.49000000953674,0.0,0,0,176,1264,1463
36,1,2025-01-17,6175,4.05999994277954,1.02999997138977,1.51999998092651,1.49000000953674,0.0099999997764825,15,22,127,1276,1554
37,1,2025-01-18,10536,7.40999984741211,2.15000009536743,0.620000004768372,4.61999988555908,0.0099999997764825,17,7,202,1214,1604
38,1,2025-01-19,2916,1.89999997615814,0.0,0.0,1.89999997615814,0.0,0,0,141,1299,1435
39,1,2025-01-20,4974,3.23000001907349,0.0,0.0,3.23000001907349,0.0,0,0,151,1289,1446
40,1,2025-01-21,6349,4.13000011444092,0.0,0.0,4.1100001335144,0.0199999995529652,0,0,186,1254,1467
41,1,2025-01-22,4026,2.61999988555908,0.0,0.0,2.59999990463257,0.0,0,0,199,1241,1470
42,1,2025-01-23,8538,5.55000019073486,0.0,0.0,5.53999996185303,0.0099999997764825,0,0,227,1213,1562
43,1,2025-01-24,6076,3.95000004768372,1.14999997615814,0.910000026226044,1.88999998569489,0.0,16,18,185,1221,1617
44,1,2025-01-25,6497,4.21999979019165,0.0,0.0,4.19999980926514,0.0199999995529652,0,0,202,1238,1492
45,1,2025-01-26,2826,1.8400000333786,0.0,0.0,1.83000004291534,0.0099999997764825,0,0,140,1300,1402
46,1,2025-01-27,8367,5.44000005722046,1.11000001430511,1.87000000476837,2.46000003814697,0.0,17,36,154,1233,1670
47,1,2025-01-28,2759,1.78999996185303,0.0,0.200000002980232,1.60000002384186,0.0,0,5,115,1320,1401
48,1,2025-01-29,2390,1.54999995231628,0.0,0.0,1.54999995231628,0.0,0,0,150,1290,1404
49,1,2025-01-30,6474,4.30000019073486,0.899999976158142,1.27999997138977,2.11999988555908,0.0099999997764825,11,23,224,1182,1655
50,1,2025-02-01,36019,28.0300006866455,21.9200000762939,4.19000005722046,1.9099999666214,0.0199999995529652,186,63,171,1020,2690
51,1,2025-02-02,7155,4.92999982833862,0.860000014305115,0.589999973773956,3.47000002861023,0.0,7,6,166,1261,1497
52,1,2025-02-03,2100,1.37000000476837,0.0,0.0,1.3400000333786,0.0199999995529652,0,0,96,1344,1334
53,1,2025-02-04,2193,1.42999994754791,0.0,0.0,1.41999995708466,0.0,0,0,118,1322,1368
54,1,2025-02-05,2470,1.61000001430511,0.0,0.0,1.58000004291534,0.0199999995529652,0,0,117,1323,1370
55,1,2025-02-06,1727,1.12000000476837,0.0,0.0,1.12000000476837,0.0099999997764825,0,0,102,1338,1341
56,1,2025-02-07,2104,1.37000000476837,0.0,0.0,1.37000000476837,0.0,0,0,182,1258,1474
57,1,2025-02-08,3427,2.23000001907349,0.0,0.0,2.22000002861023,0.0,0,0,152,1288,1427
58,1,2025-02-09,1732,1.12999999523163,0.0,0.0,1.12999999523163,0.0,0,0,91,1349,1328
59,1,2025-02-10,2969,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,139,1301,1393
60,1,2025-02-11,3134,2.03999996185303,0.0,0.0,2.03999996185303,0.0,0,0,112,1328,1359
61,1,2025-02-12,2971,1.92999994754791,0.0,0.0,1.91999995708466,0.0099999997764825,0,0,107,890,1002
38,2,2025-01-01,4636,3.41000008583069,0.0,0.779999971389771,2.59999990463257,0.0299999993294477,0,16,586,838,3323
39,2,2025-01-02,20237,14.710000038147,2.5699999332428,6.40000009536743,5.73000001907349,0.0099999997764825,34,141,347,918,4029
40,2,2025-01-03,12912,9.40999984741211,4.82999992370605,0.769999980926514,3.78999996185303,0.0299999993294477,59,16,283,1082,3436
41,2,2025-01-04,2819,2.04999995231628,0.310000002384186,0.170000001788139,1.55999994277954,0.0099999997764825,4,4,87,1345,2444
42,2,2025-01-05,9921,7.21000003814697,0.340000003576279,1.51999998092651,5.3600001335144,0.0,5,35,219,1181,3098
43,2,2025-01-06,8046,5.84999990463257,1.28999996185303,2.11999988555908,2.45000004768372,0.0,18,41,137,1244,2925
44,2,2025-01-07,11166,8.11999988555908,0.209999993443489,2.41000008583069,5.5,0.0,3,58,230,1149,3202
45,2,2025-01-08,7842,5.69999980926514,0.479999989271164,2.41000008583069,2.80999994277954,0.0,7,43,161,1229,2928
46,2,2025-01-09,13840,10.0600004196167,1.30999994277954,3.72000002861023,5.03000020980835,0.0,18,81,192,1149,3290
47,2,2025-01-10,1329,0.970000028610229,0.0,0.0,0.970000028610229,0.0,0,0,35,207,489
62,2,2025-01-12,10694,7.76999998092651,0.140000000596046,2.29999995231628,5.32999992370605,0.0,2,51,256,1131,3199
63,2,2025-01-13,8001,5.82000017166138,2.27999997138977,0.899999976158142,2.64000010490417,0.0,30,16,135,1259,2902
64,2,2025-01-14,11037,8.02000045776367,0.360000014305115,2.55999994277954,5.09999990463257,0.0,5,58,252,1125,3226
65,2,2025-01-15,5263,3.82999992370605,0.219999998807907,0.150000005960464,3.45000004768372,0.0,3,4,170,1263,2750
66,2,2025-01-16,15300,11.1199998855591,4.09999990463257,1.87999999523163,5.09000015258789,0.0,51,42,212,1135,3493
67,2,2025-01-17,8757,6.36999988555908,2.25,0.569999992847443,3.54999995231628,0.0,29,13,186,1212,3011
68,2,2025-01-18,7132,5.19000005722046,1.07000005245209,1.66999995708466,2.45000004768372,0.0,15,33,121,1271,2806
69,2,2025-01-19,11256,8.18000030517578,0.360000014305115,2.52999997138977,5.30000019073486,0.0,5,58,278,1099,3300
70,2,2025-01-20,2436,1.76999998092651,0.0,0.0,1.75999999046326,0.0099999997764825,0,0,125,1315,2430
71,2,2025-01-21,1223,0.889999985694885,0.0,0.0,0.879999995231628,0.0099999997764825,0,0,38,1402,2140
72,2,2025-01-22,3673,2.67000007629395,0.0,0.0,2.66000008583069,0.0099999997764825,0,0,86,1354,2344
73,2,2025-01-23,6637,4.82999992370605,0.0,0.579999983310699,4.25,0.0,0,15,160,1265,2677
74,2,2025-01-24,3321,2.41000008583069,0.0,0.0,2.41000008583069,0.0,0,0,89,1351,2413
75,2,2025-01-25,3580,2.59999990463257,0.589999973773956,0.0599999986588955,1.95000004768372,0.0,8,1,94,1337,2497
76,2,2025-01-26,9919,7.21000003814697,0.800000011920929,1.72000002861023,4.69000005722046,0.0,11,41,223,1165,3123
77,2,2025-01-27,3032,2.20000004768372,0.0,0.0,2.20000004768372,0.0,0,0,118,1322,2489
78,2,2025-01-28,9405,6.84000015258789,0.200000002980232,2.3199999332428,4.30999994277954,0.0,3,53,227,1157,3108
79,2,2025-01-29,3176,2.30999994277954,0.0,0.0,2.30999994277954,0.0,0,0,120,1193,2498
80,2,2025-01-30,18213,13.2399997711182,0.629999995231628,3.14000010490417,9.46000003814697,0.0,9,71,402,816,3846
81,2,2025-02-01,6132,4.46000003814697,0.239999994635582,0.990000009536743,3.23000001907349,0.0,3,24,146,908,2696
82,2,2025-02-02,3758,2.73000001907349,0.0700000002980232,0.310000002384186,2.34999990463257,0.0,1,7,148,682,2580
83,2,2025-02-03,12850,9.34000015258789,0.720000028610229,4.09000015258789,4.53999996185303,0.0,10,94,221,1115,3324
84,2,2025-02-04,2309,1.67999994754791,0.0,0.0,1.6599999666214,0.0199999995529652,0,0,52,1388,2222
85,2,2025-02-05,4363,3.19000005722046,0.519999980926514,0.540000021457672,2.13000011444092,0.0099999997764825,6,12,81,1341,2463
86,2,2025-02-06,9787,7.11999988555908,0.819999992847443,0.270000010728836,6.01000022888184,0.0199999995529652,11,6,369,1054,3328
87,2,2025-02-07,13372,9.72000026702881,3.25999999046326,0.790000021457672,5.67000007629395,0.0099999997764825,41,17,243,1139,3404
88,2,2025-02-08,6724,4.8899998664856,0.0,0.0,4.88000011444092,0.0,0,0,295,991,2987
89,2,2025-02-09,6643,4.82999992370605,2.39000010490417,0.349999994039536,2.08999991416931,0.0099999997764825,32,6,303,1099,3008
90,2,2025-02-10,9167,6.65999984741211,0.879999995231628,0.810000002384186,4.96999979019165,0.0099999997764825,12,19,155,1254,2799
91,2,2025-02-11,1329,0.970000028610229,0.0,0.0,0.949999988079071,0.0099999997764825,0,0,49,713,1276
48,3,2025-01-01,6847,4.53000020980835,0.610000014305115,0.370000004768372,3.54999995231628,0.0,9,9,251,1171,1969
49,3,2025-01-02,5367,3.54999995231628,0.0,0.0,3.54999995231628,0.0,0,0,263,1177,1889
50,3,2025-01-03,2841,1.87999999523163,0.0,0.0,1.87999999523163,0.0,0,0,136,1114,1636
51,3,2025-01-04,0,0.0,0.0,0.0,0.0,0.0,0,0,0,669,1347
52,3,2025-01-05,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
53,3,2025-01-06,7,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1349
54,3,2025-01-07,6344,4.19000005722046,0.0,0.0,4.19000005722046,0.0,0,0,290,1150,1965
55,3,2025-01-08,5316,3.50999999046326,0.0,0.0,3.50999999046326,0.0,0,0,221,1219,1824
56,3,2025-01-09,4979,3.28999996185303,0.0,0.0,3.28999996185303,0.0,0,0,184,620,1807
57,3,2025-01-10,6556,4.34000015258789,0.0,0.0,4.32999992370605,0.0,0,0,305,810,1971
58,3,2025-01-11,5430,3.58999991416931,0.0,0.0,3.58999991416931,0.0,0,0,251,1189,1888
59,3,2025-01-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,426,399
92,3,2025-01-12,6697,4.42999982833862,0.0,0.0,4.42999982833862,0.0,0,0,339,1101,2030
93,3,2025-01-13,4929,3.25999999046326,0.0,0.0,3.25999999046326,0.0,0,0,248,1192,1860
94,3,2025-01-14,7937,5.25,0.0,0.0,5.23000001907349,0.0,0,0,373,843,2130
95,3,2025-01-15,3844,2.53999996185303,0.0,0.0,2.53999996185303,0.0,0,0,176,527,1725
96,3,2025-01-16,3414,2.25999999046326,0.0,0.0,2.25999999046326,0.0,0,0,147,1293,1657
97,3,2025-01-17,4525,2.99000000953674,0.140000000596046,0.259999990463257,2.58999991416931,0.0,2,8,199,1231,1793
98,3,2025-01-18,4597,3.03999996185303,0.0,0.479999989271164,2.55999994277954,0.0,0,12,217,1211,1814
99,3,2025-01-19,197,0.129999995231628,0.0,0.0,0.129999995231628,0.0,0,0,10,1430,1366
100,3,2025-01-20,8,0.0099999997764825,0.0,0.0,0.0099999997764825,0.0,0,0,1,1439,1349
101,3,2025-01-21,8054,5.32000017166138,0.119999997317791,0.519999980926514,4.67999982833862,0.0,2,13,308,1117,2062
102,3,2025-01-22,5372,3.54999995231628,0.0,0.0,3.54999995231628,0.0,0,0,220,1220,1827
103,3,2025-01-23,3570,2.35999989509583,0.0,0.0,2.35999989509583,0.0,0,0,139,1301,1645
104,3,2025-01-24,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
105,3,2025-01-25,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
106,3,2025-01-26,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
107,3,2025-01-27,4,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348
108,3,2025-01-28,6907,4.57000017166138,0.0,0.0,4.55999994277954,0.0,0,0,302,1138,1992
109,3,2025-01-29,4920,3.25,0.0,0.0,3.25,0.0,0,0,247,1082,1856
110,3,2025-01-30,4014,2.67000007629395,0.0,0.0,2.65000009536743,0.0,0,0,184,218,1763
111,3,2025-02-01,2573,1.70000004768372,0.0,0.259999990463257,1.45000004768372,0.0,0,7,75,585,1541
112,3,2025-02-02,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348
113,3,2025-02-03,4059,2.6800000667572,0.0,0.0,2.6800000667572,0.0,0,0,184,1256,1742
114,3,2025-02-04,2080,1.37000000476837,0.0,0.0,1.37000000476837,0.0,0,0,87,1353,1549
115,3,2025-02-05,2237,1.48000001907349,0.0,0.0,1.48000001907349,0.0,0,0,120,1320,1589
116,3,2025-02-06,44,0.0299999993294477,0.0,0.0,0.0299999993294477,0.0,0,0,2,1438,1351
117,3,2025-02-07,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
118,3,2025-02-08,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
119,3,2025-02-09,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
120,3,2025-02-10,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
121,3,2025-02-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
122,3,2025-02-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665
60,4,2025-01-01,4317,2.99000000953674,0.0,0.370000004768372,2.61999988555908,0.0,0,11,192,854,2590
61,4,2025-01-02,5662,3.92000007629395,0.0,0.0,3.92000007629395,0.0,0,0,267,858,2783
62,4,2025-01-03,3198,2.21000003814697,0.0,0.0,2.21000003814697,0.0,0,0,146,1183,2449
63,4,2025-01-04,2352,1.62999999523163,0.0,0.0,1.62999999523163,0.0,0,0,128,829,2380
64,4,2025-01-05,2234,1.54999995231628,0.0,0.0,1.54999995231628,0.0,0,0,108,912,2344
65,4,2025-01-06,1259,0.870000004768372,0.0,0.0,0.870000004768372,0.0,0,0,73,938,2202
66,4,2025-01-07,768,0.529999971389771,0.0,0.0,0.529999971389771,0.0,0,0,43,1397,2130
67,4,2025-01-08,519,0.360000014305115,0.0,0.0,0.360000014305115,0.0,0,0,34,1406,2088
68,4,2025-01-09,2523,1.75,0.0,0.370000004768372,1.37999999523163,0.0,0,9,134,1250,2443
69,4,2025-01-10,2105,1.46000003814697,0.0,0.0,1.46000003814697,0.0,0,0,139,805,2442
70,4,2025-01-11,1209,0.839999973773956,0.0,0.0,0.839999973773956,0.0,0,0,73,842,2255
71,4,2025-01-12,24,0.0199999995529652,0.0,0.0,0.0199999995529652,0.0,0,0,3,161,942
123,4,2025-01-12,678,0.469999998807907,0.0,0.0,0.469999998807907,0.0,0,0,55,734,2220
124,4,2025-01-13,356,0.25,0.0,0.0,0.25,0.0,0,0,32,986,2151
125,4,2025-01-14,2163,1.5,0.0,0.400000005960464,1.10000002384186,0.0,0,9,88,1292,2383
126,4,2025-01-15,980,0.680000007152557,0.0,0.0,0.680000007152557,0.0,0,0,51,941,2221
127,4,2025-01-16,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
128,4,2025-01-17,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
129,4,2025-01-18,244,0.170000001788139,0.0,0.0,0.170000001788139,0.0,0,0,17,1423,2111
130,4,2025-01-19,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
131,4,2025-01-20,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
132,4,2025-01-21,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
133,4,2025-01-22,149,0.100000001490116,0.0,0.0,0.100000001490116,0.0,0,0,10,1430,2093
134,4,2025-01-23,2945,2.03999996185303,0.0,0.0,2.03999996185303,0.0,0,0,145,1295,2499
135,4,2025-01-24,2090,1.45000004768372,0.0700000002980232,0.239999994635582,1.13999998569489,0.0,1,6,75,1358,2324
136,4,2025-01-25,152,0.109999999403954,0.0,0.0,0.109999999403954,0.0,0,0,12,1303,2100
137,4,2025-01-26,3761,2.59999990463257,0.0,0.0,2.59999990463257,0.0,0,0,192,1058,2638
138,4,2025-01-27,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
139,4,2025-01-28,1675,1.1599999666214,0.0,0.0,1.1599999666214,0.0,0,0,95,1167,2351
140,4,2025-01-29,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
141,4,2025-01-30,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
142,4,2025-02-01,2704,1.87000000476837,1.00999999046326,0.0299999993294477,0.829999983310699,0.0,14,1,70,1355,2411
143,4,2025-02-02,3790,2.61999988555908,1.1599999666214,0.300000011920929,1.1599999666214,0.0,16,8,94,1322,2505
144,4,2025-02-03,1326,0.920000016689301,0.730000019073486,0.0,0.180000007152557,0.0,10,0,17,1413,2195
145,4,2025-02-04,1786,1.24000000953674,0.0,0.0,1.24000000953674,0.0,0,0,87,1353,2338
146,4,2025-02-05,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
147,4,2025-02-06,2091,1.45000004768372,0.0,0.0,1.45000004768372,0.0,0,0,108,1332,2383
148,4,2025-02-07,1510,1.03999996185303,0.0,0.0,1.03999996185303,0.0,0,0,48,1392,2229
149,4,2025-02-08,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
150,4,2025-02-09,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
151,4,2025-02-10,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
152,4,2025-02-11,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
153,4,2025-02-12,0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383
72,5,2025-01-01,13603,9.60000038146973,5.46000003814697,0.629999995231628,3.50999999046326,0.0,72,16,213,1139,2645
73,5,2025-01-02,5477,3.83999991416931,0.0,0.0,3.83999991416931,0.0,0,0,237,1203,2040
74,5,2025-01-03,11144,7.82000017166138,1.78999996185303,0.889999985694885,5.1399998664856,0.0,25,22,279,1114,2395
75,5,2025-01-04,15313,11.0,5.01999998092651,1.28999996185303,4.69000005722046,0.0,62,19,233,1126,2581
76,5,2025-01-05,10805,7.59000015258789,0.720000028610229,0.980000019073486,5.8899998664856,0.0,36,37,298,1069,2735
77,5,2025-01-06,15392,10.9300003051758,3.4300000667572,1.75,5.75,0.0,47,42,258,1093,2733
78,5,2025-01-07,18247,13.8299999237061,7.1100001335144,2.21000003814697,4.51000022888184,0.0,72,62,252,1054,3021
79,5,2025-01-08,13023,9.26000022888184,3.23000001907349,0.560000002384186,5.46999979019165,0.0,40,12,296,1092,2577
80,5,2025-01-09,16267,12.5900001525879,5.75,0.469999998807907,6.36999988555908,0.0,44,16,302,1078,2811
81,5,2025-01-10,10005,7.01999998092651,0.0799999982118607,1.04999995231628,5.90000009536743,0.0,1,23,339,1077,2458
82,5,2025-01-11,10106,7.09000015258789,1.21000003814697,0.560000002384186,5.32999992370605,0.0,41,16,272,1111,2568
83,5,2025-01-12,6717,4.71999979019165,3.23000001907349,0.219999998807907,1.26999998092651,0.0,41,5,67,551,1140
154,5,2025-01-12,11875,8.34000015258789,3.30999994277954,0.769999980926514,4.26000022888184,0.0,42,14,227,1157,2390
155,5,2025-01-13,12024,8.5,2.99000000953674,0.100000001490116,5.40999984741211,0.0,43,5,292,1100,2601
156,5,2025-01-14,10690,7.5,2.48000001907349,0.209999993443489,4.82000017166138,0.0,32,3,257,1148,2312
157,5,2025-01-15,11034,8.02999973297119,1.94000005722046,0.310000002384186,5.78000020980835,0.0,27,9,282,1122,2525
158,5,2025-01-16,10100,7.09000015258789,3.15000009536743,0.550000011920929,3.39000010490417,0.0,41,11,151,1237,2177
